
natural spline
             x          Natural CS          N_Error(%) 
       4.680000       73.6657088000        0.0000000000
       4.690000       74.0672381000        0.0000000000
       4.700000       74.4707000000        0.0000000000
       4.710000       74.8760999000        0.0000000000
       4.720000       75.2834432000        0.0000000000
       4.730000       75.6927353000        0.0000000000
       4.740000       76.1039816000        0.0000000000
       4.750000       76.5171875000        0.0000000000
       4.760000       76.9323584000        0.0000000000
       4.770000       77.3494997000        0.0000000000
       4.780000       77.7686168000        0.0000000000
       4.790000       78.1897151000        0.0000000000
       4.800000       78.6128000000        0.0000000000
       4.810000       79.0378769000        0.0000000000
       4.820000       79.4649512000        0.0000000000
       4.830000       79.8940283000        0.0000000000
       4.840000       80.3251136000        0.0000000000
       4.850000       80.7582125000        0.0000000000
       4.860000       81.1933304000        0.0000000000
       4.870000       81.6304727000        0.0000000000
       4.880000       82.0696448000        0.0000000000
       4.890000       82.5108521000        0.0000000000
       4.900000       82.9541000000        0.0000000000
       4.910000       83.3993939000        0.0000000000
       4.920000       83.8467392000        0.0000000000
       4.930000       84.2961413000        0.0000000000
       4.940000       84.7476056000        0.0000000000
       4.950000       85.2011375000        0.0000000000
       4.960000       85.6567424000        0.0000000000
       4.970000       86.1144257000        0.0000000000
       4.980000       86.5741928000        0.0000000000
       4.990000       87.0360491000        0.0000000000
       5.000000       87.5000000000        0.0000000000
       5.010000       87.9660509000        0.0000000000
       5.020000       88.4342072000        0.0000000000
       5.030000       88.9044743000        0.0000000000
       5.040000       89.3768576000        0.0000000000
       5.050000       89.8513625000        0.0000000000
       5.060000       90.3279944000        0.0000000000
       5.070000       90.8067587000        0.0000000000
       5.080000       91.2876608000        0.0000000000
       5.090000       91.7707061000        0.0000000000
       5.100000       92.2559000000        0.0000000000
       5.110000       92.7432479000        0.0000000000
       5.120000       93.2327552000        0.0000000000
       5.130000       93.7244273000        0.0000000000
       5.140000       94.2182696000        0.0000000000
       5.150000       94.7142875000        0.0000000000
       5.160000       95.2124864000        0.0000000000
       5.170000       95.7128717000        0.0000000000
       5.180000       96.2154488000        0.0000000000
       5.190000       96.7202231000        0.0000000000
       5.200000       97.2272000000        0.0000000000
       5.210000       97.7363849000        0.0000000000
       5.220000       98.2477832000        0.0000000000
       5.230000       98.7614003000        0.0000000000
       5.240000       99.2772416000        0.0000000000
       5.250000       99.7953125000        0.0000000000
       5.260000      100.3156184000        0.0000000000
       5.270000      100.8381647000        0.0000000000
       5.280000      101.3629568000        0.0000000000
       5.290000      101.8900001000        0.0000000000
       5.300000      102.4193000000        0.0000000000
       5.310000      102.9508619000        0.0000000000
       5.320000      103.4846912000        0.0000000000
       5.330000      104.0207933000        0.0000000000
       5.340000      104.5591736000        0.0000000000
       5.350000      105.0998375000        0.0000000000
       5.360000      105.6427904000        0.0000000000
       5.370000      106.1880377000        0.0000000000
       5.380000      106.7355848000        0.0000000000
       5.390000      107.2854371000        0.0000000000
       5.400000      107.8376000000        0.0000000000
       5.410000      108.3920789000        0.0000000000
       5.420000      108.9488792000        0.0000000000
       5.430000      109.5080063000        0.0000000000
       5.440000      110.0694656000        0.0000000000
       5.450000      110.6332625000        0.0000000000
       5.460000      111.1994024000        0.0000000000
       5.470000      111.7678907000        0.0000000000
       5.480000      112.3387328000        0.0000000000
       5.490000      112.9119341000        0.0000000000
       5.500000      113.4875000000        0.0000000000
       5.510000      114.0654359000        0.0000000000
       5.520000      114.6457472000        0.0000000000
       5.530000      115.2284393000        0.0000000000
       5.540000      115.8135176000        0.0000000000
       5.550000      116.4009875000        0.0000000000
       5.560000      116.9908544000        0.0000000000
       5.570000      117.5831237000        0.0000000000
       5.580000      118.1778008000        0.0000000000
       5.590000      118.7748911000        0.0000000000
       5.600000      119.3744000000        0.0000000000
       5.610000      119.9763329000        0.0000000000
       5.620000      120.5806952000        0.0000000000
       5.630000      121.1874923000        0.0000000000
       5.640000      121.7967296000        0.0000000000
       5.650000      122.4084125000        0.0000000000
       5.660000      123.0225464000        0.0000000000
