             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           2.59       0.523798       0.046936       0.524030       0.002703       0.524044       0.000098
           2.60       0.515501       0.000016       0.515501       0.000016       0.515501       0.000016
           2.61       0.506689       0.042945       0.506921       0.002784       0.506906       0.000086
           2.62       0.497877       0.077191       0.498289       0.005506       0.498261       0.000146
           2.63       0.489065       0.102480       0.489606       0.007984       0.489566       0.000198
           2.64       0.480253       0.118521       0.480871       0.010024       0.480822       0.000228
           2.65       0.471441       0.124977       0.472084       0.011416       0.472029       0.000239
           2.66       0.462629       0.121501       0.463141       0.010873       0.463190       0.000225
           2.67       0.453816       0.107714       0.454265       0.009012       0.454305       0.000202
           2.68       0.445004       0.083178       0.445346       0.006466       0.445374       0.000150
           2.69       0.436192       0.047445       0.436384       0.003404       0.436399       0.000078
           2.70       0.427380       0.000012       0.427380       0.000005       0.427380       0.000012
           2.71       0.418141       0.042362       0.418333       0.003576       0.418318       0.000065
           2.72       0.408902       0.076391       0.409243       0.007092       0.409214       0.000133
           2.73       0.399662       0.101759       0.400111       0.010323       0.400069       0.000181
           2.74       0.390423       0.118085       0.390936       0.013008       0.390884       0.000221
           2.75       0.381184       0.124969       0.381718       0.014891       0.381660       0.000234
           2.76       0.371945       0.121966       0.372346       0.014121       0.372398       0.000228
           2.77       0.362706       0.108567       0.363057       0.011781       0.363099       0.000208
           2.78       0.353467       0.084201       0.353734       0.008516       0.353764       0.000168
           2.79       0.344227       0.048256       0.344378       0.004521       0.344393       0.000099
           2.80       0.334988       0.000012       0.334988       0.000012       0.334988       0.000012
           2.81       0.325414       0.041500       0.325565       0.004767       0.325549       0.000085
           2.82       0.315840       0.075174       0.316108       0.009534       0.316078       0.000140
           2.83       0.306267       0.100631       0.306618       0.014010       0.306574       0.000183
           2.84       0.296693       0.117398       0.297094       0.017807       0.297041       0.000212
           2.85       0.287119       0.124969       0.287537       0.020560       0.287477       0.000225
           2.86       0.277545       0.122720       0.277832       0.019484       0.277885       0.000222
           2.87       0.267971       0.109974       0.268222       0.016401       0.268266       0.000181
           2.88       0.258397       0.085906       0.258588       0.011959       0.258619       0.000124
           2.89       0.248823       0.049608       0.248931       0.006391       0.248947       0.000053
